geometry,amenity,brand,brand:en,brand:wikidata,brand:wikipedia,currency:INR,drive_through,indoor,name,note,opening_hours,operator,operator:en,operator:wikidata,operator:wikipedia,short_name,brand:hi,name:en,longitude,latitude
POINT (80.2703513 13.0752954),atm,HDFC Bank,HDFC Bank,Q631047,,yes,no,yes,,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,,HDFC,,,80.2703513,13.075295399999998
POINT (80.2692785 13.0755619),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2692785,13.075561899999997
POINT (80.2644773 13.0782216),atm,,,,,,,,,,,Axis Bank ATM,,,,,,,80.2644773,13.0782216
POINT (80.191639 12.982757),atm,,,,,,,,,,,Lakshmi vilas Bank,,,,,,,80.191639,12.982757
POINT (80.174431 13.014905),atm,Axis Bank,,Q2003549,,,,,Axis Bank,,,Axis Bank,,Q2003549,,,,,80.174431,13.014905
POINT (80.2079847 13.0652135),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2079847,13.0652135
POINT (80.1868905 12.9941189),atm,Standard Chartered,,Q548278,en:Standard Chartered,,,,Standard Chartered,,,Standard Chartered,,Q548278,en:Standard Chartered,,,,80.1868905,12.9941189
POINT (80.1878291 12.9948375),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.1878291,12.994837499999996
POINT (80.1879671 12.9789502),atm,Karur Vysya Bank,,Q6373724,en:Karur Vysya Bank,,,,Karur Vysya Bank,,,Karur Vysya Bank,,Q6373724,en:Karur Vysya Bank,,,,80.1879671,12.978950200000002
POINT (80.188365 12.9859735),atm,Canara Bank,Canara Bank,Q2003777,en:Canara Bank,,,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,,80.188365,12.9859735
POINT (80.2221539 13.0252072),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2221539,13.025207199999995
POINT (80.2231378 13.0241326),atm,Karur Vysya Bank,,Q6373724,,,,,Karur Vysya Bank,,,Karur Vysya Bank,,Q6373724,,,,,80.2231378,13.0241326
POINT (80.2230072 13.0226851),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2230072,13.0226851
POINT (80.217252 13.0241666),atm,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,yes,no,yes,ICICI Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,ICICI,,,80.21725200000002,13.024166599999996
POINT (80.2216528 13.0205626),atm,Bank of India,,Q2004439,en:Bank of India,,,,Bank of India,,,Bank of India,,Q2004439,en:Bank of India,,,,80.2216528,13.020562599999998
POINT (80.2241498 13.0221002),atm,Punjab National Bank,,Q2743499,en:Punjab National Bank,,,,Punjab National Bank,,,Punjab National Bank,,Q2743499,en:Punjab National Bank,,,,80.2241498,13.022100199999995
POINT (80.2195493 13.0195941),atm,,,,,,,,,,,Punjab & Sindh Bank,,,,,,,80.2195493,13.019594100000004
POINT (80.219551 13.0196305),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.21955100000001,13.019630499999996
POINT (80.2193817 13.0196763),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2193817,13.0196763
POINT (80.2200815 13.0197652),atm,Indian Bank,,Q2003789,en:Indian Bank,,,,Indian Bank,,,Indian Bank,,Q2003789,en:Indian Bank,,,,80.2200815,13.0197652
POINT (80.2206296 13.019832),atm,Karur Vysya Bank,,Q6373724,,,,,Karur Vysya Bank,,,Karur Vysya Bank,,Q6373724,,,,,80.2206296,13.019831999999996
POINT (80.21941 13.0198726),atm,,,,,,,,,,,Lakshmi Vilas Bank,,,,,,,80.21941,13.0198726
POINT (80.2245368 13.0244553),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2245368,13.0244553
POINT (80.2163635 13.0232974),atm,Indian Overseas Bank,,Q2003611,en:Indian Overseas Bank,,,,Indian Overseas Bank,,,Indian Overseas Bank,,Q2003611,en:Indian Overseas Bank,,,,80.21636350000001,13.0232974
POINT (80.2164689 13.0239202),atm,Canara Bank,Canara Bank,Q2003777,en:Canara Bank,,,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,Canara Bank,80.2164689,13.023920199999994
POINT (80.218528 13.0241522),atm,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,yes,no,yes,ICICI Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,ICICI,,,80.218528,13.0241522
POINT (80.2273141 13.0239128),atm,Axis Bank,,Q2003549,en:Axis Bank,,,,Axis Bank,,,Axis Bank,,Q2003549,en:Axis Bank,,,,80.2273141,13.0239128
POINT (80.2244781 13.0200968),atm,Indian Bank,,Q2003789,en:Indian Bank,,,,Indian Bank,,,Indian Bank,,Q2003789,en:Indian Bank,,,,80.2244781,13.0200968
POINT (80.2292384 12.9857819),atm,Canara Bank,Canara Bank,Q2003777,,,,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,Canara Bank,80.2292384,12.9857819
POINT (80.227272 13.037288),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.227272,13.037287999999998
POINT (80.2274043 13.0382672),atm,IndusInd Bank,,Q2040323,en:IndusInd Bank,,,,IndusInd Bank,,,IndusInd Bank,,Q2040323,en:IndusInd Bank,,,,80.2274043,13.0382672
POINT (80.2327042 12.9341104),atm,Axis Bank,,Q2003549,,,,,Axis Bank,,,Axis Bank,,Q2003549,,,,,80.2327042,12.934110399999996
POINT (80.224393 13.0312474),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.224393,13.031247400000002
POINT (80.2243552 13.0312627),atm,Central Bank of India,,Q2007090,en:Central Bank of India,,,,Central Bank of India,,24/7,Central Bank of India,,Q2007090,en:Central Bank of India,,,,80.22435520000002,13.031262699999996
POINT (80.2247324 13.0412117),atm,,,,,,,,,,,,,,,,,,80.2247324,13.041211700000002
POINT (80.2179233 13.036148),atm,,,,,,,,,,,,,,,,,,80.2179233,13.036148
POINT (80.2358079 13.046913),atm,Yes Bank,,Q2040394,en:Yes Bank,,,,Yes Bank,,,Yes Bank,,Q2040394,en:Yes Bank,,,,80.2358079,13.046912999999998
POINT (80.2296079 13.0411995),atm,Canara Bank,Canara Bank,Q2003777,en:Canara Bank,,,,Canara Bank,,,Canara Bank,,Q2003777,en:Canara Bank,,केनरा बैंक,Canara Bank,80.2296079,13.041199499999996
POINT (80.2558929 12.9996299),atm,ICICI Bank,ICICI Bank,Q1653258,,yes,no,yes,ICICI Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,ICICI Bank,ICICI Bank,Q1653258,,ICICI,,,80.2558929,12.999629899999997
POINT (80.2567513 12.9991652),atm,UCO Bank,,Q2005310,,,,,UCO Bank,,,UCO Bank,,Q2005310,,,,,80.2567513,12.999165199999998
POINT (80.2216334 13.0362873),atm,City Union Bank,City Union Bank,Q2040264,,,,,City Union Bank,,,City Union Bank,,Q2040264,,CUB,सिटी यूनियन बैंक,City Union Bank,80.2216334,13.0362873
POINT (80.2211964 13.0354306),atm,,,,,,,,PNB,,,,,,,,,,80.2211964,13.035430599999998
POINT (80.2212406 13.0378727),atm,,,,,,,,LVB,,,DBS Bank,,,,,,,80.2212406,13.037872699999998
POINT (80.2592281 12.9782765),atm,Kotak Mahindra Bank,,Q2040404,,,,,,,,Kotak Mahindra Bank,,Q2040404,,,,,80.2592281,12.9782765
POINT (80.2139123 12.9641099),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2139123,12.9641099
POINT (80.2145484 12.9641594),atm,Canara Bank,Canara Bank,Q2003777,,,no,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,,80.2145484,12.964159400000002
POINT (80.1953222 13.0598649),atm,,,,,,,,,,,,,,,,,,80.1953222,13.059864899999996
POINT (80.2240501 13.0693582),atm,,,,,,,,,,,,,,,,,,80.2240501,13.069358200000003
POINT (80.2489591 13.0644175),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2489591,13.064417499999998
POINT (80.2097688 13.0034109),atm,,,,,,,,,,,Axis Bank ATM,,,,,,,80.2097688,13.0034109
POINT (80.2165936 13.0246639),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2165936,13.0246639
POINT (80.217235 13.024672),atm,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,yes,no,yes,ICICI Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,ICICI,,,80.217235,13.024672000000002
POINT (80.1831772 13.025889),atm,Indian Bank,,Q2003789,,,,,,,24/7,Indian Bank,,Q2003789,,,,Indian Bank,80.1831772,13.025889
POINT (80.2037866 12.9341982),atm,,,,,,,,,,24/7,CUB,,,,,,City union bank atm,80.2037866,12.9341982
POINT (80.2245196 13.0694814),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,HDFC Bank,80.2245196,13.0694814
POINT (80.2341688 12.9931374),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,State Bank of India,80.2341688,12.993137399999997
POINT (80.2413231 12.9970982),atm,Canara Bank,Canara Bank,Q2003777,,,,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,Canara Bank,80.2413231,12.997098199999998
POINT (80.2292693 12.9067533),atm,,,,,,,,,,,,,,,,,,80.2292693,12.9067533
POINT (80.2290655 12.9067611),atm,,,,,,,,,,,,,,,,,,80.2290655,12.906761099999995
POINT (80.2422906 13.0403053),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2422906,13.0403053
POINT (80.1834643 13.0288007),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,State Bank of India,80.1834643,13.0288007
POINT (80.2396158 13.0408055),atm,,,,,,,,,,,,,,,,,,80.2396158,13.0408055
POINT (80.2577916 13.0551653),atm,Kotak Mahindra Bank,,Q2040404,en:Kotak Mahindra Bank,,,,Kotak Mahindra Bank,,,Kotak Mahindra Bank,,Q2040404,en:Kotak Mahindra Bank,,,,80.2577916,13.055165300000002
POINT (80.2577775 13.0551257),atm,Union Bank of India,,Q2004078,en:Union Bank of India,,,,Union Bank of India,,,Union Bank of India,,Q2004078,en:Union Bank of India,,,,80.25777750000002,13.055125699999996
POINT (80.2242033 13.0692506),atm,Karur Vysya Bank,,Q6373724,,,,,,,,Karur Vysya Bank,,Q6373724,,,,,80.2242033,13.0692506
POINT (80.2497859 13.0333077),atm,,,,,,,,,,,,,,,,,,80.2497859,13.0333077
POINT (80.2497305 13.0339142),atm,,,,,,,,,,,,,,,,,,80.2497305,13.0339142
POINT (80.2639172 13.0447604),atm,Axis Bank,,Q2003549,,,,,Axis Bank,,24/7,Axis Bank,,Q2003549,,,,,80.2639172,13.044760399999998
POINT (80.2879365 13.0898796),atm,Federal Bank,,Q2044983,en:Federal Bank,,,,Federal Bank,,24/7,Federal Bank,,Q2044983,en:Federal Bank,,,,80.2879365,13.089879599999998
POINT (80.2434925 13.0593489),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2434925,13.059348899999998
POINT (80.206681 12.9654221),atm,,,,,,,,,,,Karur Vayshiya,,,,,,,80.206681,12.9654221
POINT (80.2677826 12.9961458),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2677826,12.9961458
POINT (80.2678026 12.9964369),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2678026,12.9964369
POINT (80.223371 13.0387955),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.223371,13.038795500000004
POINT (80.2064354 13.0321053),atm,,,,,,,,,,24/7,,,,,,,,80.2064354,13.0321053
POINT (80.242254 13.1132183),atm,Canara Bank,Canara Bank,Q2003777,en:Canara Bank,,,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,Canara Bank,80.242254,13.113218299999998
POINT (80.2623002 13.0831918),atm,,,,,,,,,,,,,,,,,,80.2623002,13.083191799999998
POINT (80.2680222 12.995542),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2680222,12.995542
POINT (80.1936185 13.0648605),atm,Axis Bank,,Q2003549,,,,,Axis Bank,,,Axis Bank,,Q2003549,,,,,80.19361850000001,13.064860500000002
POINT (80.2469877 13.0384105),atm,Federal Bank,,Q2044983,en:Federal Bank,,,,Federal Bank,,24/7,Federal Bank,,Q2044983,en:Federal Bank,,,,80.24698770000002,13.038410499999998
POINT (80.2723038 13.0724652),atm,Canara Bank,Canara Bank,Q2003777,en:Canara Bank,,,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,Canara Bank,80.2723038,13.072465199999998
POINT (80.2729873 13.0670638),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2729873,13.067063799999998
POINT (80.2745986 13.1283384),atm,,,,,,,,,,,,,,,,,,80.2745986,13.1283384
POINT (80.2769535 13.1306982),atm,,,,,,,,,,24/7,,,,,,,,80.2769535,13.1306982
POINT (80.1781761 13.0905925),atm,,,,,,,,,,,,,,,,,,80.1781761,13.0905925
POINT (80.2638553 13.0812089),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2638553,13.081208899999998
POINT (80.2557348 12.9878046),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2557348,12.9878046
POINT (80.169016 13.0823715),atm,,,,,yes,,,,,,City Union Bank ATM,,,,,,,80.169016,13.0823715
POINT (80.1979943 13.0840278),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.1979943,13.084027799999998
POINT (80.1979232 13.0840382),atm,Canara Bank,Canara Bank,Q2003777,en:Canara Bank,yes,no,,Canara Bank,,,Canara Bank,,Q2003777,,,केनरा बैंक,Canara Bank,80.19792320000002,13.0840382
POINT (80.2066392 13.0200716),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2066392,13.020071599999998
POINT (80.2046408 13.0869698),atm,Indian Bank,,Q2003789,en:Indian Bank,,,,Indian Bank,,24/7,Indian Bank,,Q2003789,en:Indian Bank,,,,80.2046408,13.086969799999997
POINT (80.1984143 13.0864082),atm,ICICI Bank,ICICI Bank,Q1653258,,yes,no,yes,ICICI Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,ICICI Bank,ICICI Bank,Q1653258,,ICICI,,,80.1984143,13.0864082
POINT (80.2365489 13.0362882),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2365489,13.0362882
POINT (80.2365809 13.0362444),atm,Indian Overseas Bank,,Q2003611,en:Indian Overseas Bank,,,,Indian Overseas Bank,,,Indian Overseas Bank,,Q2003611,en:Indian Overseas Bank,,,,80.2365809,13.0362444
POINT (80.2001665 13.0737738),atm,Bank of India,,Q2004439,,,,,Bank of India,,,Bank of India,,Q2004439,,,,,80.2001665,13.0737738
POINT (80.2564085 12.961912),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2564085,12.961911999999998
POINT (80.2588165 12.975198),atm,HDFC Bank,HDFC Bank,Q631047,,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,,HDFC,,,80.2588165,12.975198
POINT (80.2410207 13.0068648),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.2410207,13.0068648
POINT (80.2085915 13.105588),atm,,,,,,,,Indicash ATM,,,,,,,,,,80.2085915,13.105587999999996
POINT (80.2060118 13.1076704),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2060118,13.107670399999998
POINT (80.2066089 13.1095746),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.20660890000002,13.1095746
POINT (80.2073916 13.1057663),atm,Bank of Baroda,,Q2003797,en:Bank of Baroda,,,,Bank of Baroda,,,Bank of Baroda,,Q2003797,en:Bank of Baroda,,,,80.2073916,13.1057663
POINT (80.2131515 13.1013016),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2131515,13.101301599999994
POINT (80.2147191 13.0998985),atm,Axis Bank,,Q2003549,en:Axis Bank,,,,Axis Bank,,,Axis Bank,,Q2003549,en:Axis Bank,,,,80.21471910000001,13.099898499999998
POINT (80.2093664 13.1054823),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2093664,13.105482300000002
POINT (80.2057499 13.0181467),atm,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,en:State Bank of India,SBI,,,80.2057499,13.018146700000004
POINT (80.2065171 13.0208632),atm,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,yes,no,yes,ICICI Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,ICICI Bank,ICICI Bank,Q1653258,en:ICICI Bank,ICICI,,,80.2065171,13.0208632
POINT (80.2059273 13.0188147),atm,Karur Vysya Bank,,Q6373724,,,,,Karur Vysya Bank,,,Karur Vysya Bank,,Q6373724,,,,,80.2059273,13.018814699999998
POINT (80.2059389 13.0188342),atm,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,yes,no,yes,HDFC Bank,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,HDFC Bank,HDFC Bank,Q631047,en:HDFC Bank,HDFC,,,80.2059389,13.018834200000002
POINT (80.1995906 13.085201),atm,,,,,,,,Digibank DBS ATM,,,,,,,,,,80.1995906,13.085200999999998
POINT (80.1926461 13.0868316),atm,Bank of Baroda,,Q2003797,,yes,,,Bank of Baroda,,,Bank of Baroda,,Q2003797,,,,,80.1926461,13.0868316
POINT (80.192539 13.0855102),atm,State Bank of India,State Bank of India,Q1340361,,yes,no,yes,State Bank of India,"Contributors are requested to not edit the ""brand"", ""brand:en"", ""brand:wikidata"", ""operator"", ""operator:en"" and ""operator:wikidata"" tags. (2025/03/03)",24/7,State Bank of India,State Bank of India,Q1340361,,SBI,,,80.192539,13.085510200000002
POINT (80.1919927 13.0832304),atm,Axis Bank,,Q2003549,,,,,Axis Bank,,,Axis Bank,,Q2003549,,,,,80.1919927,13.083230399999998
